,state,lat,lng,population,location,county
2402,Missouri,39.1425,-92.6963,10142,"(39.1425, -92.6963)",Howard County
2403,Arkansas,34.9475,-92.9313,10055,"(34.9475, -92.9313)",Perry County
2404,Louisiana,32.3644,-91.2427,10028,"(32.3644, -91.2427)",Madison Parish
2405,Iowa,41.3365,-92.1786,10026,"(41.3365, -92.1786)",Keokuk County
2406,Alaska,64.9111,-164.0274,10018,"(64.9111, -164.0274)",Nome Census Area
2407,Iowa,42.7325,-93.2625,10015,"(42.7325, -93.2625)",Franklin County
2408,Kansas,39.7836,-96.5229,10014,"(39.7836, -96.5229)",Marshall County
2409,Minnesota,43.6742,-95.1541,9990,"(43.6742, -95.1541)",Jackson County
2410,Missouri,40.0969,-91.7221,9987,"(40.0969, -91.7221)",Lewis County
2411,Texas,31.3432,-93.8518,9980,"(31.3432, -93.8518)",Sabine County
2412,Georgia,31.0379,-83.0628,9964,"(31.0379, -83.0628)",Lanier County
2413,Texas,27.6814,-98.5089,9960,"(27.6814, -98.5089)",Duval County
2414,Mississippi,33.6131,-89.2848,9942,"(33.6131, -89.2848)",Webster County
2415,Colorado,40.0029,-102.4243,9938,"(40.0029, -102.4243)",Yuma County
2416,Mississippi,33.4485,-89.9202,9930,"(33.4485, -89.9202)",Carroll County
2417,Texas,36.2784,-100.8157,9924,"(36.2784, -100.8157)",Ochiltree County
2418,Utah,38.9967,-110.7006,9898,"(38.9967, -110.7006)",Emery County
2419,Indiana,38.8262,-85.037,9896,"(38.8262, -85.037)",Switzerland County
2420,Iowa,42.3852,-94.6404,9893,"(42.3852, -94.6404)",Calhoun County
2421,Georgia,32.2323,-83.476,9887,"(32.2323, -83.476)",Pulaski County
2422,Missouri,40.1139,-93.5654,9878,"(40.1139, -93.5654)",Grundy County
2423,Arkansas,34.8607,-94.0632,9871,"(34.8607, -94.0632)",Scott County
2424,Indiana,38.708,-86.8031,9863,"(38.708, -86.8031)",Martin County
2425,Texas,31.8311,-99.9762,9858,"(31.8311, -99.9762)",Runnels County
2426,Texas,34.5301,-102.7845,9809,"(34.5301, -102.7845)",Parmer County
2427,Minnesota,45.2827,-95.6815,9806,"(45.2827, -95.6815)",Swift County
2428,Mississippi,33.494,-89.6164,9803,"(33.494, -89.6164)",Montgomery County
2429,Louisiana,32.7885,-91.4568,9800,"(32.7885, -91.4568)",West Carroll Parish
2430,Mississippi,34.6507,-90.375,9787,"(34.6507, -90.375)",Tunica County
2431,North Dakota,47.6069,-101.3218,9781,"(47.6069, -101.3218)",McLean County
2432,Iowa,42.3862,-95.1054,9778,"(42.3862, -95.1054)",Sac County
2433,Iowa,41.029,-93.7852,9737,"(41.029, -93.7852)",Clarke County
2434,Idaho,47.2175,-116.6587,9731,"(47.2175, -116.6587)",Benewah County
2435,Nebraska,42.2093,-97.1193,9701,"(42.2093, -97.1193)",Wayne County
2436,Texas,28.8662,-99.7605,9700,"(28.8662, -99.7605)",Zavala County
2437,Virginia,37.5121,-78.245,9697,"(37.5121, -78.245)",Cumberland County
2438,Kansas,38.2123,-94.843,9696,"(38.2123, -94.843)",Linn County
2439,Minnesota,45.5861,-96.0003,9682,"(45.5861, -96.0003)",Stevens County
2440,Utah,38.982,-109.5698,9680,"(38.982, -109.5698)",Grand County
2441,Texas,32.798,-94.3572,9668,"(32.798, -94.3572)",Marion County
2442,Minnesota,43.6747,-96.2532,9659,"(43.6747, -96.2532)",Rock County
2443,Louisiana,32.0925,-92.1166,9658,"(32.0925, -92.1166)",Caldwell Parish
2444,North Dakota,48.2013,-102.3557,9648,"(48.2013, -102.3557)",Mountrail County
2445,South Carolina,33.8995,-82.31,9612,"(33.8995, -82.31)",McCormick County
2446,Georgia,33.7819,-82.7432,9610,"(33.7819, -82.7432)",Wilkes County
2447,Iowa,42.7765,-94.2072,9606,"(42.7765, -94.2072)",Humboldt County
2448,Minnesota,44.7162,-95.8684,9569,"(44.7162, -95.8684)",Lyon County
2449,Missouri,37.5552,-90.7735,9538,"(37.5552, -90.7735)",Iron County
2450,Oklahoma,34.876,-95.2504,9537,"(34.876, -95.2504)",Latimer County
2451,Nebraska,41.2198,-102.995,9489,"(41.2198, -102.995)",Cheyenne County
2452,Georgia,31.6022,-83.2764,9487,"(31.6022, -83.2764)",Irwin County
2453,Kansas,39.8265,-95.5642,9486,"(39.8265, -95.5642)",Brown County
2454,Arizona,33.2152,-109.2402,9483,"(33.2152, -109.2402)",Greenlee County
2455,Iowa,43.3568,-92.3172,9479,"(43.3568, -92.3172)",Howard County
2456,Montana,45.1327,-112.8988,9469,"(45.1327, -112.8988)",Beaverhead County
2457,Oklahoma,36.7985,-95.6174,9460,"(36.7985, -95.6174)",Nowata County
2458,Texas,29.8119,-103.2517,9454,"(29.8119, -103.2517)",Brewster County
2459,Kansas,38.3472,-98.201,9441,"(38.3472, -98.201)",Rice County
2460,Montana,46.0608,-113.0678,9435,"(46.0608, -113.0678)",Deer Lodge County
2461,Colorado,39.6891,-105.6444,9403,"(39.6891, -105.6444)",Clear Creek County
2462,Georgia,32.347,-84.787,9402,"(32.347, -84.787)",Chattahoochee County
2463,Nebraska,40.873,-98.0229,9400,"(40.873, -98.0229)",Hamilton County
2464,Minnesota,44.023,-96.2587,9380,"(44.023, -96.2587)",Pipestone County
2465,South Dakota,43.1934,-100.7184,9353,"(43.1934, -100.7184)",Todd County
2466,Iowa,43.3781,-94.6785,9349,"(43.3781, -94.6785)",Emmet County
2467,Texas,32.2222,-97.7746,9337,"(32.2222, -97.7746)",Somervell County
2468,Missouri,38.0372,-93.776,9330,"(38.0372, -93.776)",Saint Clair County
2469,South Dakota,43.2079,-98.5879,9302,"(43.2079, -98.5879)",Charles Mix County
2470,Kentucky,36.7274,-85.1362,9295,"(36.7274, -85.1362)",Clinton County
2471,Illinois,39.0101,-88.1538,9295,"(39.0101, -88.1538)",Jasper County
2472,North Carolina,35.0217,-77.3552,9263,"(35.0217, -77.3552)",Jones County
2473,Michigan,45.0276,-84.1272,9261,"(45.0276, -84.1272)",Montmorency County
2474,Texas,32.7359,-98.8362,9260,"(32.7359, -98.8362)",Stephens County
2475,Wisconsin,45.6673,-88.7704,9239,"(45.6673, -88.7704)",Forest County
2476,Georgia,32.7015,-82.6601,9225,"(32.7015, -82.6601)",Johnson County
2477,Kansas,37.6477,-98.7396,9175,"(37.6477, -98.7396)",Pratt County
2478,Kentucky,37.5292,-87.2636,9173,"(37.5292, -87.2636)",McLean County
2479,Georgia,30.9388,-84.8688,9117,"(30.9388, -84.8688)",Seminole County
2480,Iowa,40.7477,-92.4097,9093,"(40.7477, -92.4097)",Davis County
2481,Kentucky,37.8415,-86.7779,9058,"(37.8415, -86.7779)",Hancock County
2482,Mississippi,31.9737,-90.9118,9044,"(31.9737, -90.9118)",Claiborne County
2483,Minnesota,48.3581,-96.3685,9017,"(48.3581, -96.3685)",Pennington County
2484,Kansas,39.4803,-97.6493,9008,"(39.4803, -97.6493)",Cloud County
2485,Georgia,31.777,-84.437,9004,"(31.777, -84.437)",Terrell County
2486,Nebraska,41.9164,-96.7874,9000,"(41.9164, -96.7874)",Cuming County
2487,Nevada,39.4421,-114.9017,8997,"(39.4421, -114.9017)",White Pine County
2488,Kentucky,37.2096,-88.3537,8980,"(37.2096, -88.3537)",Livingston County
2489,Mississippi,32.7546,-88.6412,8980,"(32.7546, -88.6412)",Kemper County
2490,Kentucky,37.3527,-88.0972,8979,"(37.3527, -88.0972)",Crittenden County
2491,Montana,45.669,-109.3952,8978,"(45.669, -109.3952)",Stillwater County
2492,Virginia,37.9426,-76.7252,8968,"(37.9426, -76.7252)",Richmond County
2493,Nebraska,40.5111,-99.4145,8966,"(40.5111, -99.4145)",Phelps County
2494,Texas,32.3062,-100.9211,8947,"(32.3062, -100.9211)",Mitchell County
2495,Iowa,43.0821,-94.6781,8938,"(43.0821, -94.6781)",Palo Alto County
2496,Montana,47.2664,-104.8995,8915,"(47.2664, -104.8995)",Dawson County
2497,Louisiana,31.6662,-91.847,8895,"(31.6662, -91.847)",Catahoula Parish
2498,Georgia,31.7164,-83.6241,8894,"(31.7164, -83.6241)",Turner County
2499,Missouri,39.6557,-93.9827,8876,"(39.6557, -93.9827)",Caldwell County
2500,Michigan,46.4086,-86.604,8866,"(46.4086, -86.604)",Alger County
2501,Georgia,32.8024,-83.1712,8852,"(32.8024, -83.1712)",Wilkinson County
2502,Georgia,31.9729,-83.4323,8839,"(31.9729, -83.4323)",Wilcox County
2503,Idaho,46.6736,-115.6567,8810,"(46.6736, -115.6567)",Lewis County
2504,Wyoming,42.7669,-109.9147,8801,"(42.7669, -109.9147)",Sublette County
2505,Iowa,42.0363,-94.3968,8801,"(42.0363, -94.3968)",Greene County
2506,Missouri,36.6866,-91.4033,8783,"(36.6866, -91.4033)",Oregon County
2507,Montana,45.3007,-111.9203,8742,"(45.3007, -111.9203)",Madison County
2508,Kentucky,37.0191,-88.0832,8721,"(37.0191, -88.0832)",Lyon County
2509,Kentucky,38.7569,-84.8593,8720,"(38.7569, -84.8593)",Gallatin County
2510,Indiana,40.6063,-87.3109,8709,"(40.6063, -87.3109)",Benton County
2511,Georgia,32.7924,-81.9635,8704,"(32.7924, -81.9635)",Jenkins County
2512,Missouri,36.6493,-92.4447,8688,"(36.6493, -92.4447)",Ozark County
2513,Georgia,32.1734,-82.5348,8687,"(32.1734, -82.5348)",Montgomery County
2514,South Dakota,43.3109,-97.1487,8687,"(43.3109, -97.1487)",Turner County
2515,Texas,28.4225,-99.7566,8672,"(28.4225, -99.7566)",Dimmit County
2516,Iowa,42.0516,-95.9599,8671,"(42.0516, -95.9599)",Monona County
2517,Missouri,39.4954,-92.0007,8668,"(39.4954, -92.0007)",Monroe County
2518,Kansas,37.5593,-95.7434,8667,"(37.5593, -95.7434)",Wilson County
2519,Iowa,41.0294,-93.3277,8666,"(41.0294, -93.3277)",Lucas County
2520,Arkansas,34.7805,-90.7808,8666,"(34.7805, -90.7808)",Lee County
2521,Oklahoma,35.8752,-98.4334,8661,"(35.8752, -98.4334)",Blaine County
2522,Oklahoma,36.7669,-98.8651,8661,"(36.7669, -98.8651)",Woods County
2523,California,41.5898,-120.725,8651,"(41.5898, -120.725)",Modoc County
2524,Texas,33.6153,-98.6877,8649,"(33.6153, -98.6877)",Archer County
2525,New Mexico,35.1043,-103.5498,8641,"(35.1043, -103.5498)",Quay County
2526,Wyoming,42.133,-104.9659,8618,"(42.133, -104.9659)",Platte County
2527,Georgia,33.2704,-83.0007,8588,"(33.2704, -83.0007)",Hancock County
2528,Texas,33.2335,-98.1725,8588,"(33.2335, -98.1725)",Jack County
2529,Arkansas,34.5389,-93.6596,8555,"(34.5389, -93.6596)",Montgomery County
2530,Minnesota,47.5777,-95.379,8541,"(47.5777, -95.379)",Clearwater County
2531,Virginia,37.4353,-76.3438,8537,"(37.4353, -76.3438)",Mathews County
2532,Wyoming,44.0388,-106.5847,8536,"(44.0388, -106.5847)",Johnson County
2533,Mississippi,31.1611,-91.3109,8531,"(31.1611, -91.3109)",Wilkinson County
2534,South Dakota,43.6776,-103.4515,8515,"(43.6776, -103.4515)",Custer County
2535,Missouri,39.427,-93.5052,8513,"(39.427, -93.5052)",Carroll County
2536,Kentucky,38.613,-85.3375,8510,"(38.613, -85.3375)",Trimble County
2537,West Virginia,39.1783,-81.063,8507,"(39.1783, -81.063)",Ritchie County
2538,Alabama,32.6385,-87.2944,8479,"(32.6385, -87.2944)",Perry County
2539,Alaska,57.2424,-135.3145,8462,"(57.2424, -135.3145)",Sitka City and Borough
2540,Indiana,40.3469,-87.3533,8454,"(40.3469, -87.3533)",Warren County
2541,Missouri,38.1616,-91.9249,8454,"(38.1616, -91.9249)",Maries County
2542,Missouri,37.9408,-93.3207,8452,"(37.9408, -93.3207)",Hickory County
2543,Oklahoma,34.9164,-98.9809,8446,"(34.9164, -98.9809)",Kiowa County
2544,Tennessee,35.6426,-87.859,8432,"(35.6426, -87.859)",Perry County
2545,Kentucky,38.6888,-84.0901,8420,"(38.6888, -84.0901)",Bracken County
2546,Missouri,39.9608,-93.9855,8418,"(39.9608, -93.9855)",Daviess County
2547,Nebraska,42.6368,-97.8919,8415,"(42.6368, -97.8919)",Knox County
2548,Nebraska,42.5993,-97.2524,8375,"(42.5993, -97.2524)",Cedar County
2549,Nebraska,41.2261,-97.1318,8373,"(41.2261, -97.1318)",Butler County
2550,Alaska,62.1547,-163.3812,8372,"(62.1547, -163.3812)",Bethel Census Area
2551,North Dakota,47.3092,-101.8315,8366,"(47.3092, -101.8315)",Mercer County
2552,West Virginia,38.4947,-80.4219,8362,"(38.4947, -80.4219)",Webster County
2553,West Virginia,39.4653,-80.8848,8336,"(39.4653, -80.8848)",Tyler County
2554,Kansas,38.2369,-95.7341,8334,"(38.2369, -95.7341)",Coffey County
2555,Montana,46.2297,-106.7307,8310,"(46.2297, -106.7307)",Rosebud County
2556,Nebraska,41.1989,-101.6615,8303,"(41.1989, -101.6615)",Keith County
2557,Arkansas,33.664,-93.3072,8292,"(33.664, -93.3072)",Nevada County
2558,Nebraska,42.7197,-103.1354,8279,"(42.7197, -103.1354)",Dawes County
2559,Georgia,31.2971,-82.88,8265,"(31.2971, -82.88)",Atkinson County
2560,Michigan,44.6818,-84.1298,8264,"(44.6818, -84.1298)",Oscoda County
2561,Tennessee,36.286,-87.7171,8253,"(36.286, -87.7171)",Houston County
2562,Michigan,46.6626,-88.3652,8245,"(46.6626, -88.3652)",Baraga County
2563,Texas,31.7048,-98.1107,8244,"(31.7048, -98.1107)",Hamilton County
2564,Arkansas,34.8298,-91.5528,8217,"(34.8298, -91.5528)",Prairie County
2565,Mississippi,33.3473,-89.2484,8208,"(33.3473, -89.2484)",Choctaw County
2566,Oregon,42.7935,-120.3874,8201,"(42.7935, -120.3874)",Lake County
2567,Virginia,36.6831,-76.9386,8194,"(36.6831, -76.9386)",City of Franklin
2568,Missouri,40.3547,-93.992,8190,"(40.3547, -93.992)",Harrison County
2569,Minnesota,44.0221,-95.7633,8170,"(44.0221, -95.7633)",Murray County
2570,Florida,29.9855,-83.1811,8107,"(29.9855, -83.1811)",Lafayette County
2571,Kansas,39.3497,-97.1652,8088,"(39.3497, -97.1652)",Clay County
2572,Colorado,38.0038,-108.4057,8082,"(38.0038, -108.4057)",Dolores County
2573,South Carolina,32.9881,-81.3582,8073,"(32.9881, -81.3582)",Allendale County
2574,Michigan,46.1966,-86.1996,8062,"(46.1966, -86.1996)",Schoolcraft County
2575,West Virginia,38.4625,-81.0751,8049,"(38.4625, -81.0751)",Clay County
2576,North Carolina,35.3502,-83.8335,8047,"(35.3502, -83.8335)",Graham County
2577,Idaho,44.9433,-113.9333,8043,"(44.9433, -113.9333)",Lemhi County
2578,Illinois,38.0816,-88.5391,8008,"(38.0816, -88.5391)",Hamilton County
2579,North Dakota,47.4542,-97.1616,8004,"(47.4542, -97.1616)",Traill County
2580,Georgia,32.6672,-83.4271,7955,"(32.6672, -83.4271)",Twiggs County
2581,West Virginia,38.3318,-80.0078,7940,"(38.3318, -80.0078)",Pocahontas County
2582,Texas,31.3942,-94.1682,7920,"(31.3942, -94.1682)",San Augustine County
2583,Idaho,42.6937,-112.8407,7918,"(42.6937, -112.8407)",Power County
2584,Kansas,39.3509,-101.0556,7907,"(39.3509, -101.0556)",Thomas County
2585,Arkansas,35.911,-92.6995,7880,"(35.911, -92.6995)",Searcy County
2586,Nebraska,40.125,-95.7175,7850,"(40.125, -95.7175)",Richardson County
2587,West Virginia,39.2692,-80.707,7847,"(39.2692, -80.707)",Doddridge County
2588,Utah,37.2851,-111.8879,7814,"(37.2851, -111.8879)",Coconino County
2589,Idaho,43.9891,-115.7303,7809,"(43.9891, -115.7303)",Boise County
2590,Texas,31.7732,-99.4536,7808,"(31.7732, -99.4536)",Coleman County
2591,Georgia,32.5555,-84.2505,7799,"(32.5555, -84.2505)",Taylor County
2592,Kansas,38.2142,-95.2933,7799,"(38.2142, -95.2933)",Anderson County
2593,Mississippi,33.1287,-90.5266,7744,"(33.1287, -90.5266)",Humphreys County
2594,Kentucky,37.0585,-88.9995,7742,"(37.0585, -88.9995)",Ballard County
2595,Georgia,33.7936,-82.4512,7726,"(33.7936, -82.4512)",Lincoln County
2596,Wyoming,43.905,-107.6828,7725,"(43.905, -107.6828)",Washakie County
2597,Alabama,32.8531,-87.9522,7706,"(32.8531, -87.9522)",Greene County
2598,Florida,30.2414,-84.8829,7704,"(30.2414, -84.8829)",Liberty County
2599,Mississippi,31.4772,-90.8979,7690,"(31.4772, -90.8979)",Franklin County
2600,Iowa,40.7377,-93.7863,7684,"(40.7377, -93.7863)",Decatur County
2601,Alaska,67.0598,-159.7062,7682,"(67.0598, -159.7062)",Northwest Arctic Borough
2602,Oklahoma,36.3116,-98.5359,7678,"(36.3116, -98.5359)",Major County
2603,Nebraska,41.169,-98.038,7675,"(41.169, -98.038)",Merrick County
2604,Texas,31.1989,-99.3475,7638,"(31.1989, -99.3475)",McCulloch County
2605,Mississippi,34.8173,-89.1885,7637,"(34.8173, -89.1885)",Benton County
2606,Louisiana,32.0931,-93.3398,7631,"(32.0931, -93.3398)",Red River Parish
2607,Texas,33.173,-102.8278,7630,"(33.173, -102.8278)",Yoakum County
2608,West Virginia,39.371,-81.1606,7622,"(39.371, -81.1606)",Pleasants County
2609,Kentucky,38.3356,-84.0153,7613,"(38.3356, -84.0153)",Nicholas County
2610,Missouri,37.432,-93.8503,7598,"(37.432, -93.8503)",Dade County
2611,Tennessee,36.5511,-85.5439,7592,"(36.5511, -85.5439)",Clay County
2612,Texas,31.8501,-103.0483,7582,"(31.8501, -103.0483)",Winkler County
2613,Iowa,41.0298,-92.869,7574,"(41.0298, -92.869)",Monroe County
2614,Colorado,37.2007,-106.1916,7553,"(37.2007, -106.1916)",Conejos County
2615,Montana,48.3653,-106.6675,7552,"(48.3653, -106.6675)",Valley County
2616,Georgia,32.117,-82.7246,7550,"(32.117, -82.7246)",Wheeler County
2617,Arkansas,33.8984,-92.1852,7548,"(33.8984, -92.1852)",Cleveland County
2618,South Dakota,45.1719,-96.7677,7533,"(45.1719, -96.7677)",Grant County
2619,Georgia,32.3535,-84.5246,7508,"(32.3535, -84.5246)",Marion County
2620,Kansas,39.7881,-95.1468,7501,"(39.7881, -95.1468)",Doniphan County
2621,Oregon,43.0641,-118.968,7496,"(43.0641, -118.968)",Harney County
2622,Iowa,41.3307,-94.471,7479,"(41.3307, -94.471)",Adair County
2623,West Virginia,38.9241,-80.8571,7444,"(38.9241, -80.8571)",Gilmer County
2624,Oregon,45.5799,-117.181,7439,"(45.5799, -117.181)",Wallowa County
2625,Virginia,38.6848,-78.1592,7422,"(38.6848, -78.1592)",Rappahannock County
2626,Iowa,43.3774,-93.2608,7417,"(43.3774, -93.2608)",Worth County
2627,Missouri,39.5151,-92.9626,7417,"(39.5151, -92.9626)",Chariton County
2628,Colorado,39.2025,-106.3448,7403,"(39.2025, -106.3448)",Lake County
2629,South Dakota,43.3349,-97.7544,7401,"(43.3349, -97.7544)",Hutchinson County
2630,Texas,34.5299,-102.2617,7381,"(34.5299, -102.2617)",Castro County
2631,Kentucky,38.1179,-83.0976,7378,"(38.1179, -83.0976)",Elliott County
2632,Louisiana,32.7325,-91.235,7371,"(32.7325, -91.235)",East Carroll Parish
2633,Kansas,37.5589,-98.1363,7369,"(37.5589, -98.1363)",Kingman County
2634,Wisconsin,44.5829,-92.0015,7363,"(44.5829, -92.0015)",Pepin County
2635,Virginia,37.7825,-79.444,7346,"(37.7825, -79.444)",City of Lexington
2636,Kentucky,37.5948,-83.7162,7338,"(37.5948, -83.7162)",Lee County
2637,Kansas,37.5623,-101.308,7336,"(37.5623, -101.308)",Grant County
2638,Vermont,44.7981,-73.2948,7335,"(44.7981, -73.2948)",Grand Isle County
2639,Nebraska,42.2644,-97.6013,7301,"(42.2644, -97.6013)",Pierce County
2640,Washington,48.4703,-118.5166,7260,"(48.4703, -118.5166)",Ferry County
2641,Wyoming,44.5885,-104.5699,7258,"(44.5885, -104.5699)",Crook County
2642,Arkansas,35.92,-93.2179,7243,"(35.92, -93.2179)",Newton County
2643,Oregon,44.4915,-119.0073,7237,"(44.4915, -119.0073)",Grant County
2644,Iowa,40.7532,-91.95,7207,"(40.7532, -91.95)",Van Buren County
2645,Mississippi,31.7342,-91.0373,7207,"(31.7342, -91.0373)",Jefferson County
2646,Nebraska,40.1757,-97.1427,7185,"(40.1757, -97.1427)",Jefferson County
2647,Texas,36.2779,-102.6022,7165,"(36.2779, -102.6022)",Dallam County
2648,Missouri,37.1574,-91.4005,7132,"(37.1574, -91.4005)",Shannon County
2649,Utah,38.3569,-113.2355,7102,"(38.3569, -113.2355)",Beaver County
2650,Texas,28.6571,-97.4264,7092,"(28.6571, -97.4264)",Goliad County
2651,South Dakota,43.2394,-103.5275,7079,"(43.2394, -103.5275)",Fall River County
2652,Iowa,42.7342,-94.6787,7061,"(42.7342, -94.6787)",Pocahontas County
2653,Texas,27.0316,-98.2187,7059,"(27.0316, -98.2187)",Brooks County
2654,Idaho,42.7705,-111.5623,7058,"(42.7705, -111.5623)",Caribou County
2655,Indiana,39.6256,-84.9251,7041,"(39.6256, -84.9251)",Union County
2656,Colorado,39.3055,-102.603,7039,"(39.3055, -102.603)",Kit Carson County
2657,Montana,48.4327,-108.9586,7030,"(48.4327, -108.9586)",Blaine County
2658,Nebraska,40.3877,-95.8498,7019,"(40.3877, -95.8498)",Nemaha County
2659,South Dakota,42.9885,-97.8846,7018,"(42.9885, -97.8846)",Bon Homme County
2660,Oklahoma,34.3728,-98.9242,7013,"(34.3728, -98.9242)",Tillman County
2661,Alaska,60.7234,-145.7714,7000,"(60.7234, -145.7714)",Valdez-Cordova Census Area
2662,Montana,46.8564,-112.9361,6998,"(46.8564, -112.9361)",Lewis and Clark County
2663,Texas,34.5304,-101.735,6989,"(34.5304, -101.735)",Swisher County
2664,Montana,46.3324,-111.4955,6977,"(46.3324, -111.4955)",Broadwater County
2665,Iowa,42.3869,-95.5135,6969,"(42.3869, -95.5135)",Ida County
2666,Texas,28.3452,-99.0996,6965,"(28.3452, -99.0996)",La Salle County
2667,Pennsylvania,41.513,-79.236,6959,"(41.513, -79.236)",Forest County
2668,Kansas,38.9533,-96.205,6922,"(38.9533, -96.205)",Wabaunsee County
2669,Texas,34.0686,-102.8299,6902,"(34.0686, -102.8299)",Bailey County
2670,Tennessee,36.3352,-89.4935,6898,"(36.3352, -89.4935)",Lake County
2671,Colorado,37.6847,-104.9606,6896,"(37.6847, -104.9606)",Huerfano County
2672,Alaska,63.8762,-143.213,6888,"(63.8762, -143.213)",Southeast Fairbanks Census Area
2673,Illinois,40.158,-90.6151,6879,"(40.158, -90.6151)",Schuyler County
2674,Wyoming,43.8404,-104.5676,6870,"(43.8404, -104.5676)",Weston County
2675,North Dakota,48.7675,-97.5518,6853,"(48.7675, -97.5518)",Pembina County
2676,Arkansas,34.6778,-91.2039,6787,"(34.6778, -91.2039)",Monroe County
2677,Texas,34.5291,-100.2076,6781,"(34.5291, -100.2076)",Childress County
2678,Virginia,37.3567,-77.0622,6760,"(37.3567, -77.0622)",Charles City County
2679,West Virginia,39.1136,-79.565,6747,"(39.1136, -79.565)",Tucker County
2680,Minnesota,44.9955,-96.1735,6736,"(44.9955, -96.1735)",Lac qui Parle County
2681,Tennessee,36.5236,-83.2219,6726,"(36.5236, -83.2219)",Hancock County
2682,Texas,28.3253,-97.1656,6718,"(28.3253, -97.1656)",Refugio County
2683,Nebraska,41.8515,-96.3286,6717,"(41.8515, -96.3286)",Burt County
2684,Nebraska,42.1582,-96.544,6716,"(42.1582, -96.544)",Thurston County
2685,Georgia,30.915,-82.7063,6713,"(30.915, -82.7063)",Clinch County
2686,Kansas,38.9148,-98.7624,6702,"(38.9148, -98.7624)",Russell County
2687,Missouri,40.4103,-91.7384,6693,"(40.4103, -91.7384)",Clark County
2688,Virginia,36.666,-80.9176,6687,"(36.666, -80.9176)",City of Galax
2689,Virginia,37.7186,-76.8953,6681,"(37.7186, -76.8953)",King and Queen County
2690,Nebraska,40.5067,-98.948,6655,"(40.5067, -98.948)",Kearney County
2691,Iowa,40.7456,-95.6047,6639,"(40.7456, -95.6047)",Fremont County
2692,Virginia,37.7319,-79.3569,6639,"(37.7319, -79.3569)",City of Buena Vista
2693,Nevada,40.4404,-118.4044,6587,"(40.4404, -118.4044)",Pershing County
2694,Kentucky,37.7393,-83.4932,6573,"(37.7393, -83.4932)",Wolfe County
2695,Tennessee,35.2846,-86.3587,6558,"(35.2846, -86.3587)",Moore County
2696,Virginia,37.1098,-76.9002,6546,"(37.1098, -76.9002)",Surry County
2697,Colorado,39.9798,-108.217,6511,"(39.9798, -108.217)",Rio Blanco County
2698,Iowa,40.7395,-93.3274,6484,"(40.7395, -93.3274)",Wayne County
2699,Kentucky,36.554,-89.1873,6480,"(36.554, -89.1873)",Fulton County
2700,Nebraska,41.2201,-98.5171,6476,"(41.2201, -98.5171)",Howard County
2701,Arkansas,33.9699,-92.6544,6472,"(33.9699, -92.6544)",Dallas County
2702,Minnesota,47.3265,-96.4553,6457,"(47.3265, -96.4553)",Norman County
2703,Minnesota,46.357,-96.4683,6454,"(46.357, -96.4683)",Wilkin County
2704,Colorado,38.0805,-106.2815,6454,"(38.0805, -106.2815)",Saguache County
2705,Idaho,42.2848,-111.3297,6436,"(42.2848, -111.3297)",Bear Lake County
2706,Georgia,32.4039,-82.5673,6411,"(32.4039, -82.5673)",Treutlen County
2707,North Dakota,48.7922,-100.8333,6411,"(48.7922, -100.8333)",Bottineau County
2708,Kansas,38.6966,-98.2048,6374,"(38.6966, -98.2048)",Ellsworth County
2709,Illinois,40.8181,-90.9251,6374,"(40.8181, -90.9251)",Henderson County
2710,Georgia,31.7627,-84.7542,6365,"(31.7627, -84.7542)",Randolph County
2711,South Dakota,44.938,-98.3462,6355,"(44.938, -98.3462)",Spink County
2712,South Dakota,44.022,-96.6709,6346,"(44.022, -96.6709)",Moody County
2713,Illinois,39.9618,-90.7504,6334,"(39.9618, -90.7504)",Brown County
2714,Nebraska,42.1769,-98.0667,6302,"(42.1769, -98.0667)",Antelope County
2715,Kansas,38.1813,-99.2367,6288,"(38.1813, -99.2367)",Pawnee County
2716,West Virginia,38.8445,-81.1176,6279,"(38.8445, -81.1176)",Calhoun County
2717,Arkansas,33.2416,-93.607,6277,"(33.2416, -93.607)",Lafayette County
2718,Arkansas,35.1863,-91.2431,6259,"(35.1863, -91.2431)",Woodruff County
2719,Virginia,37.134,-81.1302,6241,"(37.134, -81.1302)",Bland County
2720,Montana,47.8371,-112.2408,6238,"(47.8371, -112.2408)",Teton County
2721,Missouri,40.2121,-94.4099,6219,"(40.2121, -94.4099)",Gentry County
2722,South Dakota,44.6738,-97.1883,6196,"(44.6738, -97.1883)",Hamlin County
2723,Illinois,38.4165,-88.0533,6182,"(38.4165, -88.0533)",Edwards County
2724,Tennessee,35.696,-85.4526,6182,"(35.696, -85.4526)",Van Buren County
2725,Kentucky,37.9414,-83.5989,6174,"(37.9414, -83.5989)",Menifee County
2726,Texas,29.9998,-104.2405,6168,"(29.9998, -104.2405)",Presidio County
2727,West Virginia,38.6807,-79.3509,6156,"(38.6807, -79.3509)",Pendleton County
2728,Iowa,43.3786,-95.6237,6149,"(43.3786, -95.6237)",Osceola County
2729,Wisconsin,46.2623,-90.242,6136,"(46.2623, -90.242)",Iron County
2730,Mississippi,34.2514,-90.2891,6113,"(34.2514, -90.2891)",Quitman County
2731,Missouri,37.3623,-90.9691,6102,"(37.3623, -90.9691)",Reynolds County
2732,Minnesota,45.9341,-96.0122,6091,"(45.9341, -96.0122)",Grant County
2733,Nebraska,40.5244,-98.0513,6088,"(40.5244, -98.0513)",Clay County
