,#ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT,location,county,state,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
7027,2019-05-10,-98.1,28.7,3,"(28.7, -98.1)",Live Oak County,Texas,May,2019-05-10,02:00:00,2019-05-10,12:15:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61008
7028,2019-05-10,-97.9,28.7,3,"(28.7, -97.9)",Karnes County,Texas,May,2019-05-10,02:00:00,2019-05-10,12:15:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61008
7029,2019-05-10,-97.6,28.7,1,"(28.7, -97.6)",Goliad County,Texas,May,2019-05-10,02:00:00,2019-05-10,12:15:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61008
7030,2019-05-10,-97.5,28.7,2,"(28.7, -97.5)",Goliad County,Texas,May,2019-05-10,02:00:00,2019-05-10,12:15:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61008
7081,2019-05-18,-101.3,34.4,2,"(34.4, -101.3)",Briscoe County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7145,2019-05-18,-97.3,32.9,8,"(32.9, -97.3)",Tarrant County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7146,2019-05-18,-97.2,32.9,4,"(32.9, -97.2)",Tarrant County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7147,2019-05-18,-96.4,32.9,4,"(32.9, -96.4)",Rockwall County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7148,2019-05-18,-96.3,32.9,6,"(32.9, -96.3)",Rockwall County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7149,2019-05-18,-96.1,32.9,12,"(32.9, -96.1)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7150,2019-05-18,-96.0,33.1,10,"(33.1, -96.0)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7151,2019-05-18,-97.9,33.1,6,"(33.1, -97.9)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7152,2019-05-18,-97.7,33.1,7,"(33.1, -97.7)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7153,2019-05-18,-97.6,33.1,3,"(33.1, -97.6)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7154,2019-05-18,-97.5,33.1,8,"(33.1, -97.5)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7155,2019-05-18,-97.4,33.1,12,"(33.1, -97.4)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7156,2019-05-18,-97.3,33.1,10,"(33.1, -97.3)",Denton County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7157,2019-05-18,-97.2,33.1,10,"(33.1, -97.2)",Denton County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7158,2019-05-18,-96.7,33.1,2,"(33.1, -96.7)",Collin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7159,2019-05-18,-96.6,33.1,2,"(33.1, -96.6)",Collin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7160,2019-05-18,-96.5,33.1,2,"(33.1, -96.5)",Collin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7161,2019-05-18,-96.4,33.1,6,"(33.1, -96.4)",Collin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7162,2019-05-18,-96.3,33.1,12,"(33.1, -96.3)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7163,2019-05-18,-96.2,33.1,4,"(33.1, -96.2)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7164,2019-05-18,-96.1,33.1,8,"(33.1, -96.1)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7165,2019-05-18,-96.0,33.2,14,"(33.2, -96.0)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7166,2019-05-18,-97.8,33.2,12,"(33.2, -97.8)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7167,2019-05-18,-96.3,33.2,2,"(33.2, -96.3)",Collin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7168,2019-05-18,-96.2,33.2,8,"(33.2, -96.2)",Hunt County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7169,2019-05-18,-97.0,33.3,4,"(33.3, -97.0)",Denton County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7170,2019-05-18,-97.8,33.3,6,"(33.3, -97.8)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7171,2019-05-18,-97.0,33.4,6,"(33.4, -97.0)",Denton County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7172,2019-05-18,-97.8,33.4,2,"(33.4, -97.8)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7173,2019-05-18,-97.7,33.4,2,"(33.4, -97.7)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7174,2019-05-18,-96.6,33.4,2,"(33.4, -96.6)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7175,2019-05-18,-97.0,33.5,4,"(33.5, -97.0)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7176,2019-05-18,-97.7,33.5,4,"(33.5, -97.7)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7177,2019-05-18,-97.6,33.5,12,"(33.5, -97.6)",Wise County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7178,2019-05-18,-97.5,33.5,18,"(33.5, -97.5)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7179,2019-05-18,-97.4,33.5,6,"(33.5, -97.4)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7180,2019-05-18,-97.3,33.5,2,"(33.5, -97.3)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7181,2019-05-18,-97.2,33.5,2,"(33.5, -97.2)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7182,2019-05-18,-97.1,33.5,2,"(33.5, -97.1)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7183,2019-05-18,-96.9,33.5,2,"(33.5, -96.9)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7184,2019-05-18,-96.7,33.5,2,"(33.5, -96.7)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7185,2019-05-18,-96.2,33.5,2,"(33.5, -96.2)",Fannin County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7186,2019-05-18,-99.5,33.6,1,"(33.6, -99.5)",Knox County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7187,2019-05-18,-97.6,33.6,10,"(33.6, -97.6)",Montague County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7188,2019-05-18,-97.5,33.6,8,"(33.6, -97.5)",Montague County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7189,2019-05-18,-97.3,33.6,6,"(33.6, -97.3)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7190,2019-05-18,-97.2,33.6,4,"(33.6, -97.2)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7191,2019-05-18,-97.1,33.6,6,"(33.6, -97.1)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7192,2019-05-18,-96.9,33.6,2,"(33.6, -96.9)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7193,2019-05-18,-96.3,33.6,2,"(33.6, -96.3)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7194,2019-05-18,-97.0,33.7,4,"(33.7, -97.0)",Grayson County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7195,2019-05-18,-97.6,33.7,2,"(33.7, -97.6)",Montague County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7196,2019-05-18,-97.5,33.7,8,"(33.7, -97.5)",Montague County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
7197,2019-05-18,-97.4,33.7,6,"(33.7, -97.4)",Cooke County,Texas,May,2019-05-18,15:45:00,2019-05-20,04:00:00,"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
